,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,No of years,Brand
7571,380000,120000,Diesel,Individual,Manual,Second Owner,21.03,1461,65.0,5,6,Mahindra
7572,360000,50000,Petrol,Individual,Manual,Second Owner,17.57,1193,88.7,5,7,Tata
7573,385000,116000,Petrol,Individual,Manual,First Owner,15.0,1598,103.5,5,9,Skoda
7574,590000,110000,Diesel,Individual,Manual,Second Owner,22.32,1582,126.32,5,9,Hyundai
7575,750000,70000,Diesel,Individual,Manual,Second Owner,15.1,2179,140.0,7,8,Mahindra
7576,254999,100000,Diesel,Individual,Manual,Third Owner,20.3,1248,75.0,5,10,Fiat
7577,499000,20000,Petrol,Individual,Manual,First Owner,18.9,1197,81.86,5,6,Hyundai
7578,730000,60000,Diesel,Individual,Automatic,First Owner,28.4,1248,74.02,5,3,Maruti
7579,650000,30000,Diesel,Individual,Manual,Second Owner,27.3,1498,98.6,5,5,Honda
7580,220000,75000,Diesel,Individual,Manual,First Owner,23.08,1461,63.12,5,9,Renault
7583,100000,110000,Diesel,Individual,Manual,Third Owner,16.8,1405,62.0,5,15,Tata
7584,110000,120000,Petrol,Individual,Manual,Fourth & Above Owner,14.4,1599,94.0,5,17,Hyundai
7585,152000,48000,Diesel,Individual,Manual,Second Owner,17.0,1405,71.0,5,12,Tata
7586,600000,5000,Petrol,Individual,Automatic,First Owner,20.89,1197,81.8,5,1,Maruti
7587,620000,120000,Diesel,Individual,Manual,First Owner,13.58,2499,72.4,10,5,Chevrolet
7588,780000,116000,Diesel,Individual,Manual,First Owner,23.59,1364,67.05,5,3,Toyota
7589,445000,1000,Petrol,Individual,Manual,First Owner,21.21,1197,81.8,5,1,Maruti
7590,575000,15000,Petrol,Individual,Automatic,First Owner,17.36,1197,81.86,5,3,Hyundai
7591,975000,5000,Diesel,Individual,Manual,First Owner,25.1,1248,88.5,5,3,Maruti
7592,450000,3500,Petrol,Individual,Manual,First Owner,23.84,1199,83.83,5,2,Tata
7593,480000,80000,Diesel,Individual,Manual,First Owner,25.83,1498,99.0,5,6,Ford
7594,110000,48676,Petrol,Individual,Manual,First Owner,19.7,796,35.0,8,13,Maruti
7596,5830000,30000,Diesel,Individual,Automatic,First Owner,17.09,2993,261.4,4,3,BMW
7597,415000,72000,Petrol,Dealer,Manual,First Owner,18.6,1197,81.83,5,7,Hyundai
7598,475000,51000,Petrol,Dealer,Manual,First Owner,22.0,1197,81.8,5,6,Maruti
7599,525000,29000,Petrol,Dealer,Manual,First Owner,20.89,1197,81.8,5,4,Maruti
7600,365000,28000,Petrol,Dealer,Manual,First Owner,20.52,1197,81.8,5,6,Maruti
7601,375000,97000,Diesel,Dealer,Manual,First Owner,25.2,1248,74.0,5,10,Maruti
7602,765000,59000,Diesel,Dealer,Manual,First Owner,28.4,1248,74.02,5,3,Maruti
7603,770000,27000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,5,2,Maruti
7604,350000,30000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5,3,Renault
7605,875000,70000,Diesel,Individual,Manual,First Owner,15.4,1997,120.0,7,6,Mahindra
7606,780000,69000,Diesel,Dealer,Manual,First Owner,15.1,2179,140.0,7,7,Mahindra
7607,990000,15000,Diesel,Individual,Manual,First Owner,25.1,1248,88.5,5,3,Maruti
7608,800000,35700,Diesel,Dealer,Manual,First Owner,28.4,1248,74.02,5,2,Maruti
7609,350000,120000,Diesel,Individual,Manual,Third Owner,22.32,1582,126.32,5,9,Hyundai
7610,325000,120000,Diesel,Individual,Manual,First Owner,22.07,1199,73.9,5,8,Volkswagen
7611,360000,80000,Diesel,Individual,Manual,First Owner,22.07,1199,73.9,5,8,Volkswagen
7612,148000,120000,Petrol,Individual,Manual,First Owner,20.92,998,67.1,5,11,Maruti
7613,670000,36000,Diesel,Individual,Manual,First Owner,27.39,1248,74.0,5,4,Maruti
7614,430999,120000,Diesel,Individual,Manual,First Owner,23.59,1364,67.04,5,7,Toyota
7615,260000,9000,Petrol,Individual,Manual,First Owner,16.8,796,34.2,8,4,Maruti
7616,70000,50000,Petrol,Individual,Manual,Second Owner,25.4,624,37.48,4,9,Tata
7617,300000,35000,Petrol,Individual,Manual,First Owner,23.01,999,67.0,5,2,Renault
7618,150000,130000,Diesel,Individual,Manual,Second Owner,14.0,2498,112.0,7,10,Mahindra
7619,260000,70000,Diesel,Individual,Manual,First Owner,20.0,1399,68.0,5,11,Ford
7620,320000,90000,Diesel,Individual,Manual,Third Owner,19.3,1248,73.9,5,9,Maruti
7621,700000,35000,Petrol,Individual,Manual,First Owner,17.0,1198,108.5,5,3,Tata
7622,415000,80000,Petrol,Individual,Manual,First Owner,16.47,1198,73.9,5,9,Volkswagen
7623,260000,120000,Diesel,Individual,Manual,Second Owner,17.8,1248,75.0,5,13,Maruti
7624,70000,80000,Petrol,Individual,Manual,First Owner,26.0,624,35.0,4,10,Tata
7625,515000,30000,Petrol,Individual,Manual,First Owner,17.71,1197,78.9,5,6,Toyota
7626,803999,60000,Diesel,Individual,Manual,First Owner,23.9,1582,126.2,5,5,Hyundai
7627,275000,200000,Diesel,Individual,Manual,Second Owner,16.6,1896,122.4,5,14,Skoda
7628,934000,101000,Diesel,Individual,Manual,First Owner,22.77,1498,98.59,5,4,Ford
7629,210000,110000,Diesel,Individual,Manual,First Owner,17.8,1399,68.0,5,14,Ford
7630,1050000,136000,Diesel,Individual,Manual,Third Owner,12.99,2494,100.6,8,7,Toyota
7631,650000,250000,Diesel,Individual,Manual,Second Owner,14.8,2499,80.0,7,10,Chevrolet
7632,550000,74000,Diesel,Individual,Manual,Fourth & Above Owner,17.3,1998,163.7,5,9,Chevrolet
7633,285000,265000,Diesel,Individual,Manual,Fourth & Above Owner,14.8,2499,80.0,9,11,Chevrolet
7634,700000,22700,Petrol,Individual,Manual,First Owner,18.7,1199,88.7,5,6,Honda
7635,525000,45000,Petrol,Individual,Manual,First Owner,18.9,1197,82.0,5,5,Hyundai
7636,250000,36000,Petrol,Individual,Manual,Second Owner,15.37,1196,73.0,5,10,Maruti
7637,575000,57000,Diesel,Individual,Manual,Second Owner,26.59,1248,74.0,5,6,Maruti
7638,540000,33000,Diesel,Individual,Manual,First Owner,27.28,1047,69.0,5,3,Tata
7639,560000,59000,Petrol,Individual,Manual,First Owner,16.02,1373,93.7,7,9,Maruti
7640,380000,200000,Diesel,Individual,Manual,First Owner,20.54,1598,103.6,5,9,Volkswagen
7641,240000,80000,Petrol,Individual,Manual,Second Owner,15.6,1196,70.0,5,10,Ford
7642,300000,70000,LPG,Individual,Manual,First Owner,13.2,995,60.2,5,9,Chevrolet
7643,280000,50000,Petrol,Individual,Manual,First Owner,22.7,799,53.64,5,3,Datsun
7644,350000,118000,Diesel,Individual,Manual,Second Owner,21.1,1248,73.9,5,10,Maruti
7645,110000,250000,Diesel,Individual,Manual,Second Owner,19.1,1405,70.0,5,7,Tata
7646,980000,20000,Diesel,Individual,Manual,First Owner,21.5,1497,108.5,5,3,Tata
7647,969999,21871,Diesel,Individual,Manual,First Owner,21.5,1497,108.5,5,3,Tata
7648,357000,120000,Diesel,Individual,Manual,First Owner,25.32,1198,77.0,6,5,Mahindra
7649,280000,100000,Diesel,Individual,Manual,First Owner,19.1,1405,70.0,5,7,Tata
7650,430000,50000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,7,9,Mahindra
7652,250000,70000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5,6,Maruti
7653,525000,80000,Diesel,Individual,Manual,First Owner,18.2,1248,73.74,8,5,Chevrolet
7654,500000,25000,Petrol,Individual,Manual,First Owner,23.84,1199,84.0,5,3,Tata
7655,1000000,60000,Diesel,Individual,Manual,First Owner,16.36,2179,120.0,7,2,Mahindra
7656,316000,25000,Petrol,Individual,Manual,First Owner,24.7,796,47.3,5,4,Maruti
7657,350000,50000,Petrol,Individual,Manual,First Owner,24.7,796,47.3,5,3,Maruti
7658,950000,14000,Diesel,Individual,Manual,First Owner,21.5,1497,108.5,5,3,Tata
7659,45000,55425,Petrol,Individual,Manual,Second Owner,16.1,796,37.0,4,16,Maruti
7660,475000,76000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,7,8,Mahindra
7661,3200000,3000,Diesel,Individual,Automatic,First Owner,15.04,2755,174.5,7,1,Toyota
7662,600000,139000,Diesel,Individual,Manual,First Owner,18.49,1493,100.0,7,5,Mahindra
7663,430000,100000,Petrol,Individual,Manual,First Owner,15.04,1598,103.2,5,7,Volkswagen
7664,965000,60000,Diesel,Individual,Manual,First Owner,19.67,1582,126.2,5,6,Hyundai
7665,395000,35000,Petrol,Individual,Automatic,Second Owner,14.3,1598,103.5,5,8,Skoda
7666,150000,120000,Diesel,Individual,Manual,First Owner,12.2,1948,68.0,9,13,Tata
7667,700000,37659,Diesel,Individual,Manual,First Owner,20.77,1248,88.8,7,8,Maruti
7668,250000,89000,Diesel,Individual,Manual,Second Owner,23.2,1248,73.94,5,9,Maruti
7669,680000,37500,Diesel,Individual,Manual,Second Owner,20.77,1248,88.8,7,8,Maruti
7670,500000,5000,Petrol,Individual,Automatic,First Owner,23.84,1199,84.0,5,3,Tata
7671,420000,21000,Petrol,Individual,Manual,First Owner,18.9,1197,81.86,5,8,Hyundai
7672,290000,10000,Petrol,Individual,Manual,Second Owner,23.95,998,67.05,5,4,Maruti
7673,750000,30000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,5,4,Maruti
7674,300000,19800,Petrol,Individual,Manual,First Owner,15.37,1196,73.0,7,6,Maruti
7675,250000,90000,Diesel,Individual,Manual,Third Owner,21.1,1248,73.9,5,10,Maruti
7676,335000,33033,Petrol,Dealer,Manual,First Owner,19.4,1198,86.8,5,7,Honda
7677,465000,63063,Petrol,Dealer,Automatic,First Owner,18.9,1197,82.0,5,6,Hyundai
7678,100000,70000,Petrol,Individual,Manual,Second Owner,18.9,1061,67.0,5,14,Maruti
7679,100000,80000,Petrol,Individual,Manual,Second Owner,17.3,1061,64.0,5,14,Maruti
7680,550000,120000,Diesel,Individual,Manual,Third Owner,20.77,1248,88.76,7,8,Maruti
7681,341000,120000,Diesel,Individual,Manual,First Owner,19.3,1248,73.9,5,9,Maruti
7682,600000,50000,Diesel,Individual,Manual,First Owner,24.0,1186,73.97,5,4,Hyundai
7683,650000,167000,Diesel,Individual,Manual,First Owner,25.1,1498,98.6,5,7,Honda
7684,75527,80000,Petrol,Individual,Manual,First Owner,16.0,995,63.0,5,13,Chevrolet
7685,215000,100000,Diesel,Individual,Manual,Second Owner,25.0,1396,69.01,5,7,Tata
7686,650000,60000,Diesel,Individual,Manual,First Owner,28.09,1248,88.5,5,4,Maruti
7687,900000,50000,Diesel,Individual,Manual,First Owner,20.37,1461,108.45,5,4,Renault
7688,500000,17000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5,7,Hyundai
7689,550000,46000,Petrol,Individual,Manual,First Owner,21.4,1197,83.1,5,4,Maruti
7690,475000,60000,Diesel,Individual,Manual,First Owner,25.2,1248,74.0,5,6,Maruti
7691,65000,198000,Petrol,Individual,Manual,Second Owner,18.9,998,67.1,5,15,Maruti
7692,425000,60000,Diesel,Individual,Manual,First Owner,24.4,1120,71.0,5,6,Hyundai
7693,476999,90000,Diesel,Individual,Manual,Fourth & Above Owner,21.43,1364,87.2,5,9,Toyota
7694,150000,40000,Petrol,Individual,Manual,Second Owner,18.0,995,62.0,5,10,Chevrolet
7695,225000,90000,Petrol,Individual,Manual,First Owner,19.7,796,46.3,5,10,Maruti
7696,190000,80000,Petrol,Individual,Manual,First Owner,19.7,796,46.3,5,11,Maruti
7697,100000,164000,Petrol,Individual,Manual,Third Owner,19.7,796,46.3,5,18,Maruti
7698,400000,70000,Diesel,Individual,Manual,Second Owner,13.6,2523,63.0,7,10,Mahindra
7699,3975000,31800,Diesel,Dealer,Automatic,First Owner,17.01,1968,188.0,5,3,Audi
7700,1350000,74000,Petrol,Dealer,Automatic,First Owner,13.7,1997,153.86,5,5,Honda
7701,5150000,20000,Petrol,Dealer,Automatic,First Owner,22.37,2487,214.56,5,2,Lexus
7702,3200000,45000,Diesel,Dealer,Automatic,First Owner,19.33,1999,177.0,5,4,Jaguar
7703,4100000,17000,Petrol,Individual,Automatic,First Owner,9.5,3604,280.0,5,4,Jeep
7704,900000,12000,Diesel,Dealer,Manual,First Owner,16.55,2498,105.0,6,3,Mahindra
7705,2000000,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16,2494,157.7,5,5,Toyota
7706,550000,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199,88.7,5,5,Honda
7707,750000,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99,2494,100.6,7,8,Toyota
7708,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199,88.76,5,2,Honda
7709,4000000,10000,Diesel,Dealer,Automatic,First Owner,22.48,1995,187.74,5,3,BMW
7710,5200000,17000,Petrol,Dealer,Automatic,First Owner,15.0,1991,194.4,5,2,Mercedes-Benz
7711,4500000,21000,Diesel,Dealer,Automatic,First Owner,12.83,1999,148.31,7,2,Land
7712,969999,26500,Diesel,Dealer,Manual,First Owner,17.6,2179,147.94,7,4,Tata
7713,6000000,37000,Diesel,Dealer,Automatic,First Owner,13.5,2987,254.79,5,4,Mercedes-Benz
7714,475000,45629,Petrol,Trustmark Dealer,Automatic,First Owner,18.9,1197,81.86,5,5,Hyundai
7715,1125000,3500,Petrol,Dealer,Automatic,First Owner,18.15,998,118.35,5,2,Hyundai
7716,1650000,52000,Petrol,Dealer,Automatic,First Owner,12.0,2354,187.4,5,4,Honda
7717,740000,35000,Diesel,Individual,Manual,First Owner,16.5,1493,70.0,7,2,Mahindra
7718,400000,15000,Petrol,Individual,Manual,First Owner,18.15,1198,82.0,6,3,Mahindra
7719,430000,14000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,5,3,Maruti
7720,1132000,20000,Petrol,Individual,Manual,First Owner,17.0,1197,110.0,5,2,Mahindra
7721,352000,68850,Petrol,Dealer,Manual,First Owner,18.9,998,67.1,5,4,Maruti
7722,252999,45775,Petrol,Dealer,Manual,First Owner,23.84,1199,84.0,5,5,Tata
7723,80000,70000,Petrol,Individual,Manual,Second Owner,16.2,995,62.1,5,9,Chevrolet
7724,313000,68203,Petrol,Dealer,Manual,First Owner,21.79,998,67.05,5,6,Maruti
7725,380000,30000,Petrol,Individual,Manual,Second Owner,18.9,1197,81.86,5,7,Hyundai
7726,350000,25000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5,3,Renault
7727,600000,90000,Diesel,Individual,Manual,Second Owner,19.87,1461,83.8,5,5,Renault
7728,88000,97343,Diesel,Dealer,Manual,First Owner,18.8,1248,90.0,5,10,Tata
7729,160000,70000,Petrol,Individual,Manual,Fourth & Above Owner,19.7,796,35.0,8,13,Maruti
7731,290000,31000,Petrol,Individual,Manual,First Owner,20.36,1197,78.9,5,7,Hyundai
7732,650000,70000,Diesel,Individual,Manual,First Owner,15.4,2179,120.0,7,7,Mahindra
7733,380000,20000,CNG,Individual,Manual,First Owner,21.94,1196,61.7,5,6,Maruti
7734,180000,62000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5,7,Hyundai
7735,75000,29000,Petrol,Individual,Manual,First Owner,16.1,796,37.0,4,13,Maruti
7736,132000,82507,Diesel,Dealer,Manual,First Owner,13.93,2179,138.03,7,9,Tata
7737,110000,60000,Petrol,Individual,Manual,Second Owner,18.6,1199,79.4,5,11,Chevrolet
7738,390000,10000,Petrol,Individual,Manual,First Owner,23.95,998,67.05,5,3,Maruti
7739,550000,70000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5,6,Hyundai
7741,70000,59400,Petrol,Individual,Manual,Fourth & Above Owner,16.1,796,37.0,4,13,Maruti
7742,275000,20000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5,8,Hyundai
7743,250000,125876,Petrol,Individual,Manual,Second Owner,15.0,1586,104.68,5,12,Maruti
7744,2100000,5000,Petrol,Individual,Automatic,First Owner,16.0,1368,160.77,5,2,Jeep
7745,250000,90000,Diesel,Individual,Manual,Second Owner,13.55,2179,118.35,7,10,Tata
7746,1250000,56800,Diesel,Individual,Manual,First Owner,12.4,2499,134.0,5,4,Isuzu
7747,1500000,60000,Diesel,Individual,Automatic,First Owner,16.55,1968,147.51,5,7,Audi
7748,800000,60000,Diesel,Individual,Manual,First Owner,12.8,2494,102.0,7,10,Toyota
7749,1380000,150000,Diesel,Individual,Manual,First Owner,13.0,2982,168.5,7,7,Toyota
7750,325000,65204,Petrol,Trustmark Dealer,Automatic,First Owner,23.1,998,67.04,5,7,Maruti
7751,1150000,2286,Petrol,Trustmark Dealer,Automatic,First Owner,18.15,998,118.35,5,2,Hyundai
7752,655000,15732,Petrol,Dealer,Automatic,First Owner,22.0,1197,81.8,5,3,Maruti
7753,890000,13000,Diesel,Dealer,Manual,First Owner,18.06,2523,63.0,7,2,Mahindra
7754,525000,33000,Petrol,Dealer,Manual,First Owner,20.89,1197,81.8,5,3,Maruti
7755,300000,100000,Petrol,Individual,Manual,First Owner,19.81,1086,68.05,5,7,Hyundai
7756,2950000,39000,Diesel,Dealer,Automatic,First Owner,19.59,1995,187.74,5,4,BMW
7757,5200000,10000,Diesel,Dealer,Automatic,First Owner,18.12,1995,190.0,5,2,BMW
7758,925000,28900,Petrol,Dealer,Manual,First Owner,17.8,1497,117.3,5,3,Honda
7759,675000,49523,Petrol,Dealer,Manual,First Owner,17.0,1497,118.0,5,4,Honda
7760,745000,48000,Diesel,Dealer,Manual,First Owner,24.3,1248,88.5,5,3,Maruti
7761,835000,17000,Diesel,Dealer,Manual,First Owner,24.3,1248,88.5,5,3,Maruti
7762,695000,36800,Diesel,Dealer,Manual,First Owner,20.14,1498,88.0,5,2,Volkswagen
7763,725000,36521,Diesel,Dealer,Manual,First Owner,24.3,1248,88.5,5,3,Maruti
7764,620000,90000,Petrol,Individual,Manual,First Owner,22.0,1197,81.8,5,4,Maruti
7765,58000,80000,Petrol,Individual,Manual,Third Owner,17.3,993,60.0,5,23,Maruti
7766,335000,71000,Diesel,Dealer,Manual,First Owner,21.64,1461,84.8,5,7,Nissan
7767,475000,108000,Diesel,Dealer,Manual,First Owner,16.0,2179,140.0,7,10,Mahindra
7768,484999,75000,Diesel,Dealer,Manual,First Owner,19.87,1461,83.8,5,6,Renault
7769,610000,33000,Petrol,Individual,Manual,First Owner,20.73,1373,91.1,5,6,Maruti
7770,1000000,50000,Diesel,Individual,Manual,First Owner,19.67,1582,126.2,5,6,Hyundai
7771,300000,35000,Petrol,Individual,Manual,First Owner,23.01,999,67.0,5,2,Renault
7772,1405000,15000,Petrol,Individual,Manual,First Owner,15.8,1591,121.3,5,3,Hyundai
7773,650000,22000,Petrol,Individual,Manual,Second Owner,21.56,1462,103.25,5,3,Maruti
7774,850000,108000,Diesel,Individual,Manual,First Owner,19.67,1582,126.2,5,6,Hyundai
7775,1850000,76131,Diesel,Individual,Automatic,First Owner,13.22,2967,241.4,5,7,Audi
7776,267000,40000,Petrol,Individual,Manual,First Owner,20.36,1197,78.9,5,9,Hyundai
7777,215000,47000,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,5,8,Hyundai
7778,1282000,45000,Diesel,Individual,Manual,First Owner,17.6,2179,153.86,7,4,Tata
7779,282000,15000,Petrol,Individual,Manual,First Owner,24.7,796,47.3,5,4,Maruti
7780,610000,90000,Diesel,Individual,Manual,First Owner,12.8,2494,102.0,8,9,Toyota
7781,900000,35000,Diesel,Individual,Manual,First Owner,16.55,2498,105.0,6,3,Mahindra
7782,800000,70000,Diesel,Individual,Manual,First Owner,15.4,1997,120.0,7,6,Mahindra
7783,380000,110000,Diesel,Individual,Manual,Second Owner,21.27,1396,88.76,5,8,Hyundai
7784,450000,120000,Diesel,Individual,Manual,Second Owner,12.05,2179,120.0,9,9,Mahindra
7785,242000,120000,Diesel,Individual,Manual,First Owner,21.5,1248,88.8,5,10,Maruti
7786,350000,35000,Petrol,Individual,Manual,Second Owner,25.17,799,53.3,5,4,Renault
7787,400000,22000,Petrol,Individual,Manual,First Owner,20.3,1199,84.0,5,3,Tata
7788,400000,70000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,5,4,Maruti
7789,246000,56000,Diesel,Dealer,Manual,First Owner,22.1,1248,74.0,5,8,Chevrolet
7790,221000,65000,Diesel,Dealer,Manual,First Owner,19.09,1405,69.01,5,7,Tata
7791,700000,62000,Diesel,Dealer,Manual,First Owner,13.1,2499,141.0,7,8,Ford
7792,1750000,52000,Diesel,Dealer,Automatic,First Owner,12.55,2982,168.5,7,5,Toyota
7793,550000,49000,Diesel,Dealer,Manual,First Owner,25.4,1186,73.97,5,4,Hyundai
7794,550000,50000,Diesel,Dealer,Manual,Second Owner,28.09,1248,88.5,5,6,Maruti
7795,375000,65000,Diesel,Dealer,Manual,First Owner,28.4,1248,74.0,5,8,Maruti
7796,391000,55000,Diesel,Dealer,Manual,First Owner,24.4,1120,71.0,5,6,Hyundai
7797,2051000,35000,Diesel,Dealer,Automatic,Second Owner,19.7,2143,134.1,5,6,Mercedes-Benz
7798,525000,78000,Diesel,Dealer,Manual,Second Owner,15.05,2179,147.9,7,7,Tata
7799,212000,58000,Diesel,Dealer,Manual,Second Owner,16.8,1493,110.0,5,14,Hyundai
7800,221000,56000,Diesel,Dealer,Manual,Second Owner,25.44,936,57.6,5,10,Chevrolet
7801,265000,61000,Diesel,Dealer,Manual,Second Owner,20.4,1248,91.7,5,11,Fiat
7802,399000,61000,Diesel,Dealer,Manual,Second Owner,21.64,1461,84.8,5,8,Renault
7803,175000,61000,Diesel,Dealer,Manual,Second Owner,17.1,1493,110.0,5,13,Hyundai
7804,411000,64481,Diesel,Dealer,Manual,Second Owner,20.5,1598,103.5,5,10,Skoda
7805,365000,65000,Diesel,Dealer,Manual,Second Owner,20.54,1598,103.6,5,10,Volkswagen
7806,975000,80000,Diesel,Dealer,Automatic,Second Owner,22.48,1995,187.74,5,12,BMW
7807,499000,61000,Diesel,Dealer,Manual,Second Owner,22.71,1461,84.8,5,6,Nissan
7808,2575000,70000,Diesel,Individual,Automatic,First Owner,11.74,2987,254.8,5,7,Mercedes-Benz
7809,145000,30000,Petrol,Individual,Manual,First Owner,18.0,995,62.0,5,12,Chevrolet
7810,200000,200000,Diesel,Individual,Manual,Second Owner,17.0,1405,71.0,5,10,Tata
7811,1200000,230000,Diesel,Individual,Automatic,First Owner,15.73,1968,174.33,5,7,Audi
7812,280000,100000,Petrol,Individual,Manual,First Owner,20.3,998,68.05,5,5,Hyundai
7813,450000,95000,Diesel,Individual,Automatic,Second Owner,11.79,2179,120.0,8,10,Mahindra
7814,150000,140000,Petrol,Individual,Manual,Third Owner,17.7,1497,78.0,5,15,Honda
7815,600000,70000,Petrol,Individual,Manual,First Owner,17.3,1497,117.3,7,4,Honda
7816,275000,60000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5,5,Renault
7817,110000,88000,Diesel,Individual,Manual,First Owner,18.8,1248,90.0,5,11,Tata
7818,500000,200000,Diesel,Individual,Manual,Fourth & Above Owner,15.1,2179,140.0,7,9,Mahindra
7819,700000,60000,Diesel,Individual,Manual,Second Owner,15.1,2179,140.0,7,9,Mahindra
7820,900000,155000,Diesel,Individual,Automatic,Second Owner,16.07,1995,181.0,4,9,BMW
7821,150000,80000,Petrol,Individual,Manual,Second Owner,18.9,998,67.1,5,16,Maruti
7822,275000,80000,Petrol,Individual,Manual,Third Owner,16.95,1498,97.7,5,8,Nissan
7823,455000,40000,Diesel,Individual,Manual,First Owner,28.4,1248,74.0,5,7,Maruti
7824,900000,50000,Diesel,Individual,Manual,First Owner,19.67,1582,126.2,5,6,Hyundai
